,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
190,191,1.0728638,1.0563954,1.0731566,1.064768,1.083455,1.0742183,1.0523962,1.0811857,1.0783468,1.0379374,1.0606637,1.0792685,1.0749021,1.0743493,1.0855919,1.0773073,1.0763624,1.0778766,1.0828025,1.0765536,1.090806,1.0750824,1.0890036,1.075747,1.0697085,1.0762774,1.0719992,1.0709798,1.0801629,1.0823219,1.0788008,1.0792567,1.0640259,1.0798665,1.0809373,1.0801138,1.0767487,1.0720365,1.0916942,1.0846223,0.98222518,1.051613,1.0553563,1.0344616,1.0522976,1.0718499,1.0614935,1.0416433,1.0137631,,1.0764279,1.0631531,1.0724629,1.060564,1.0631728,1.0539839,1.0631481,1.0580602,1.0684694,1.074095,1.0633368,1.0616714,1.0719564,1.0755047,1.0805868,1.0698347,1.0608137,1.0796854,1.0770631,1.0679888,1.0806946,0.99844521,1.0682588,1.0654542,1.0748518,1.0711069,1.0704829,1.0638698,1.073807,1.0383615,1.0438801,1.0618728,1.0202963,1.06657,1.060806,1.0637944,1.0734705,1.0627515,1.0732807,1.0656896,1.0601479,1.0633051,1.0636816,1.0675021,1.0635101,1.0632676,1.0395633,1.0544964,1.0467241,1.0616062,1.0712396,1.0588739,1.0127839,1.0652193,1.0678504,1.0661764,1.0578507,1.0580311,1.0600684,1.0536567,1.0608209,1.0577471,1.0516176,1.066553,1.0699162,1.0707421,1.0688752,1.0707309,1.0477173,1.0243961,1.0681087,1.0636783,1.0704989
191,192,1.0730957,1.0562458,1.0733941,1.0646642,1.0835375,1.0742086,1.0522573,1.0811179,1.0783234,1.0373009,1.0602961,1.0792018,1.0746454,1.0742103,1.0857428,1.07618,1.076475,1.0779788,1.0827243,1.0764798,1.0906907,1.0750628,1.0889781,1.0758104,1.071059,1.0761957,1.0718392,1.0709358,1.0801587,1.0821463,1.0785981,1.0793085,1.0640299,1.0798465,1.0809132,1.0801116,1.0766162,1.0720229,1.0918013,1.0847336,0.98056322,1.0513836,1.0553241,1.0333887,1.052018,1.071803,1.0617396,1.0405926,1.0131109,,1.0748267,1.0630745,1.0723894,1.0599141,1.0633154,1.0533134,1.0628591,1.0586301,1.0702978,1.0736231,1.0621139,1.0614809,1.0717264,1.0756081,1.0801696,1.0695418,1.0607088,1.0797765,1.0770115,1.0678663,1.0804435,0.99759215,1.0681106,1.0655918,1.0747104,1.0707251,1.0706246,1.0637294,1.0737371,1.0381104,1.0434363,1.0615819,1.0199217,1.0666097,1.0607306,1.0637658,1.0733875,1.0626503,1.0733368,1.0656575,1.0600301,1.0634128,1.0635648,1.0674008,1.0632889,1.0631127,1.0395073,1.0543948,1.0467417,1.0615606,1.071166,1.0588732,1.0125432,1.0651827,1.0678136,1.0662422,1.057788,1.0579691,1.0600408,1.0536249,1.0607768,1.0576942,1.0516204,1.0665038,1.0697644,1.0706547,1.069041,1.0707164,1.0476887,1.0240998,1.0681741,1.0635819,1.0705358
192,193,1.0696446,1.0562128,1.0732839,1.0645423,1.0835414,1.0741755,1.051954,1.0810375,1.0782559,1.0368482,1.0602378,1.079072,1.0745684,1.0740151,1.0858607,1.0775174,1.0764142,1.0780311,1.0826708,1.0764766,1.090616,1.0750496,1.0890095,1.0759636,1.0710148,1.0759705,1.0716027,1.0709233,1.0801519,1.0820384,1.0784525,1.0792804,1.0639189,1.0798345,1.0809016,1.0800747,1.0764467,1.0719541,1.0915701,1.0847898,0.97950625,1.0512092,1.0551413,1.0331615,1.0519004,1.0716212,1.0625627,1.0410798,1.0126158,,1.0763764,1.0628958,1.0723127,1.0601635,1.0628459,1.0533514,1.0624921,1.0588775,1.0701958,1.0739132,1.0626377,1.0614887,1.0717261,1.075501,1.0804369,1.0696932,1.0605042,1.0795873,1.0769689,1.0677249,1.0805471,0.99732506,1.0678067,1.065124,1.0748724,1.0706774,1.0704203,1.0637447,1.0735834,1.0380652,1.0432512,1.061529,1.020139,1.0665863,1.0606129,1.0635648,1.0733329,1.0625671,1.0733516,1.0655078,1.0601068,1.0632821,1.0635262,1.0673379,1.0632305,1.0630444,1.039276,1.0543362,1.0466959,1.0614356,1.0710211,1.0588086,1.0123987,1.0649592,1.0675627,1.0661449,1.0577602,1.0580004,1.0599364,1.0536226,1.0608212,1.0575994,1.0515853,1.0667958,1.0697768,1.0706631,1.0690997,1.0706023,1.0477756,1.0238074,1.0683,1.0636058,1.0704429
193,194,1.0709413,1.0561677,1.0731502,1.0643651,1.0834795,1.0742083,1.0519763,1.0809666,1.0781775,1.0364285,1.0601928,1.0788425,1.0743738,1.0739274,1.0858339,1.0775166,1.0762652,1.0780188,1.0826249,1.0764976,1.0906426,1.0750872,1.0890777,1.075974,1.0708301,1.0758063,1.0714469,1.0710063,1.0802212,1.082201,1.0783483,1.0790782,1.0637249,1.0799234,1.0809013,1.0800472,1.0762047,1.0718548,1.0915564,1.0847882,0.9800477,1.0511701,1.0546674,1.033432,1.0516889,1.0715684,1.062879,1.04099,1.0129551,,1.0760591,1.0625196,1.0722492,1.0600138,1.062905,1.0532017,1.0624473,1.0588039,1.0691353,1.0739745,1.0626247,1.0613847,1.0716976,1.0752126,1.0806336,1.0694486,1.0604007,1.0795838,1.0769969,1.0676301,1.0805334,0.99710059,1.0678923,1.0643781,1.0749483,1.0706354,1.0704184,1.0635432,1.0734904,1.0380231,1.0430496,1.0613801,1.0190107,1.0664611,1.0606226,1.0634725,1.0732932,1.0623999,1.0733749,1.0654703,1.0600559,1.0632429,1.0635672,1.0673862,1.0633538,1.0630403,1.0389708,1.0543045,1.0466557,1.0613588,1.0709798,1.0587258,1.0120488,1.0649234,1.067461,1.066003,1.0576328,1.0578121,1.0598097,1.0536114,1.0606055,1.0574268,1.0515608,1.0669767,1.0696799,1.0706,1.0689627,1.0705098,1.0475131,1.023756,1.0682214,1.0635037,1.0703775
194,195,1.0647471,1.0561092,1.0729066,1.0641633,1.0834385,1.0742465,1.0519122,1.0809532,1.0782001,1.0362648,1.0601739,1.0787259,1.0742625,1.0738825,1.0855794,1.0773818,1.0760905,1.0778154,1.0826197,1.0766472,1.0906234,1.0751864,1.0892221,1.0758436,1.0706683,1.0751983,1.071326,1.0710658,1.0803167,1.0824466,1.0785278,1.0788841,1.0635351,1.0800099,1.0809684,1.0799811,1.0761532,1.0717237,1.0917027,1.0845852,0.97825414,1.0508839,1.0546707,1.0332022,1.0514157,1.0714369,1.0612514,1.040028,1.0124799,,1.0761921,1.0622883,1.0721014,1.0596389,1.062592,1.0526962,1.0621053,1.0580454,1.0697497,1.0734106,1.0614363,1.0610214,1.0714283,1.0754864,1.0799342,1.069128,1.0602705,1.079625,1.0768366,1.0676334,1.0801576,0.99630433,1.0660937,1.0645674,1.0745051,1.070573,1.0705001,1.0634745,1.0735759,1.037827,1.0426501,1.0613698,1.0183089,1.0663211,1.0605725,1.0636002,1.073341,1.0623674,1.0733793,1.065466,1.0601239,1.0632385,1.0634071,1.0672907,1.0631548,1.0629929,1.0388893,1.0543315,1.0465877,1.0613562,1.070727,1.0585921,1.0117909,1.0647993,1.0675646,1.0660291,1.0575745,1.0578862,1.0598917,1.0535656,1.0603759,1.0574685,1.0515388,1.0669501,1.0695935,1.0705529,1.068758,1.0705589,1.0475335,1.0234089,1.068288,1.0633082,1.0704001
195,196,1.067211,1.0560602,1.0728344,1.0641149,1.0833291,1.0744381,1.051916,1.0809805,1.0782013,1.0360771,1.0600351,1.0786418,1.0742542,1.0736978,1.0854642,1.0771713,1.0759653,1.0776718,1.0826597,1.0766461,1.0907027,1.075211,1.0892206,1.0756357,1.0705345,1.0756868,1.0714592,1.0710493,1.0803083,1.0825143,1.0787209,1.0787667,1.0634401,1.0799667,1.0810751,1.0799477,1.0760789,1.0715749,1.091458,1.0844347,0.97857809,1.0506946,1.054577,1.032966,1.0510442,1.0712824,1.0622917,1.0406226,1.0127428,,1.0760517,1.0623491,1.0718544,1.0598158,1.0625584,1.0528677,1.0619507,1.0583299,1.0698495,1.0737216,1.0620711,1.0610434,1.0714011,1.0750068,1.0803777,1.0692217,1.0601572,1.0794338,1.0767657,1.0674757,1.0802746,0.99567872,1.0662324,1.0646137,1.0745281,1.0704813,1.0703256,1.0633785,1.0733962,1.0375804,1.0424216,1.061241,1.0185386,1.0662755,1.060611,1.0636072,1.0734509,1.0624065,1.0734518,1.0654539,1.0599014,1.0631818,1.0633987,1.067235,1.0630983,1.0628036,1.0385226,1.0542203,1.0462798,1.0611306,1.0706512,1.0584775,1.0116402,1.0649334,1.0674647,1.0659823,1.0575392,1.0577872,1.0597352,1.0534467,1.0604187,1.0573446,1.0514241,1.0669206,1.0695131,1.0705023,1.0687177,1.0704098,1.0474439,1.0232059,1.0683255,1.0632987,1.0704497
196,197,1.0692852,1.0560331,1.0728033,1.0641259,1.0831876,1.0744867,1.0518937,1.0810937,1.0781834,1.036135,1.0598843,1.0788729,1.0745299,1.0742853,1.0853497,1.0770421,1.0758705,1.0775373,1.0827545,1.0765862,1.0908347,1.0751156,1.0891346,1.0754513,1.0704291,1.0758423,1.071645,1.0709233,1.0801644,1.0825925,1.0788525,1.0786664,1.0634414,1.0798023,1.0810261,1.0798934,1.0760427,1.0712785,1.0910907,1.0843699,0.97793168,1.0505334,1.054056,1.0325425,1.0509241,1.0711434,1.0617803,1.0404737,1.0124559,,1.0757738,1.0620657,1.0716722,1.0596983,1.0625317,1.0527658,1.0618196,1.058356,1.0690042,1.073608,1.0620482,1.0608785,1.0711911,1.0750524,1.0800968,1.0693219,1.0597981,1.079197,1.0766189,1.0674196,1.0801575,0.9949463,1.067333,1.0639532,1.0742265,1.0704168,1.0698798,1.0630791,1.0731934,1.037719,1.0420086,1.0610577,1.018122,1.0662022,1.0607737,1.0636797,1.0734951,1.0625026,1.0734041,1.0654877,1.0599483,1.063171,1.063383,1.0670855,1.0630654,1.0629491,1.0384864,1.0541821,1.0463945,1.0609323,1.0705912,1.0584037,1.0113962,1.0637294,1.0672989,1.0659176,1.0575294,1.0577215,1.0597371,1.0533547,1.0604422,1.0573307,1.0513729,1.066914,1.0695238,1.070601,1.0688545,1.0702715,1.0474167,1.0230893,1.0682536,1.0633475,1.0704826
197,198,1.0644047,1.0559299,1.072732,1.0640916,1.0828696,1.0744426,1.051857,1.0811005,1.0784652,1.036109,1.0596925,1.0790859,1.0747119,1.0743867,1.085269,1.0769453,1.0760281,1.0774673,1.082886,1.0763479,1.0907649,1.0749395,1.0889249,1.0752941,1.0706273,1.0759815,1.0717546,1.0707502,1.0799742,1.0826521,1.0788983,1.0788527,1.0636157,1.0795784,1.0808607,1.0798717,1.0759956,1.0711797,1.0909802,1.0842944,0.97628623,1.0503955,1.0540895,1.0318056,1.0506468,1.0709765,1.0601183,1.0395637,1.0116819,,1.07529,1.0616387,1.0715265,1.0594267,1.0624796,1.0521193,1.0611607,1.0576873,1.0696614,1.0731603,1.0607622,1.0606155,1.0710936,1.0752636,1.0796552,1.0689588,1.0595999,1.0791905,1.0765384,1.0671331,1.0798806,0.99398464,1.0655712,1.064299,1.073954,1.0700452,1.0699544,1.0628778,1.0731381,1.0373172,1.0416417,1.0607817,1.0178062,1.0661882,1.0607138,1.0636051,1.0734397,1.0624534,1.0734024,1.0654287,1.0598584,1.0630567,1.063246,1.0670288,1.0629807,1.0630527,1.0383303,1.0541834,1.0462476,1.0607475,1.0705781,1.0583169,1.0110929,1.0649415,1.0673039,1.0659968,1.0574434,1.0577143,1.059635,1.0532441,1.0604541,1.0572602,1.0513121,1.0668745,1.0695699,1.0706309,1.0673331,1.0703099,1.0474488,1.0228524,1.0682487,1.0633907,1.0704594
198,199,1.0692478,1.055871,1.0726643,1.0639936,1.0827445,1.0742269,1.051702,1.0809737,1.0784538,1.0360799,1.059491,1.0792027,1.0746934,1.0742307,1.0853435,1.0770309,1.0762458,1.0775931,1.0828658,1.0761845,1.0905882,1.0747597,1.0886943,1.0753663,1.0708256,1.0760887,1.0717801,1.070524,1.0797983,1.0825753,1.0789151,1.0790186,1.0637339,1.0793684,1.080649,1.0797877,1.0759584,1.0710633,1.090956,1.0845149,0.97677386,1.0502387,1.0538453,1.0320424,1.050421,1.0708367,1.0607461,1.0398186,1.0118644,,1.0753288,1.0615407,1.0713801,1.0593536,1.0620254,1.0521969,1.0611447,1.0578829,1.0694537,1.0733703,1.0614201,1.0605789,1.0710927,1.0735027,1.0799725,1.069141,1.0594431,1.0790055,1.0764258,1.067047,1.0799273,0.99344265,1.0669142,1.0641534,1.0739379,1.0699414,1.0697428,1.0627875,1.0729221,1.0373292,1.0415446,1.0606136,1.0179428,1.0661055,1.06078,1.0636089,1.0734786,1.0624971,1.0732908,1.0654362,1.059754,1.0630046,1.0631665,1.0669005,1.0629584,1.063004,1.0382614,1.0541282,1.046165,1.0609624,1.0707086,1.0581208,1.0107106,1.0649399,1.0673615,1.0658914,1.0574056,1.0577092,1.0596066,1.0531921,1.0604467,1.057317,1.0512488,1.0667306,1.0696393,1.0705906,1.0688683,1.0701735,1.0472606,1.0225394,1.0669935,1.0634203,1.0705311
199,200,1.0729612,1.0557828,1.0726478,1.0639536,1.0826702,1.0740739,1.0513675,1.0807478,1.0783129,1.0356905,1.0592451,1.0792589,1.0746142,1.07435,1.085528,1.0772272,1.0763109,1.0777732,1.0827211,1.0760773,1.0904025,1.0746175,1.0885605,1.0755494,1.0709172,1.0760622,1.0717633,1.0703239,1.079685,1.0824713,1.0788382,1.0791209,1.0637833,1.0792074,1.0804434,1.0797056,1.0759214,1.07093,1.0908141,1.0847282,0.97582519,1.0499018,1.0533612,1.0315583,1.0501797,1.0707556,1.0604784,1.0392953,1.0115172,,1.0750581,1.0612893,1.0712721,1.0591875,1.0621055,1.0519586,1.0609862,1.057843,1.0686091,1.0732844,1.0612797,1.0604117,1.0708669,1.0747411,1.0800401,1.0688534,1.0592477,1.0789279,1.0763731,1.0669265,1.079856,0.99326521,1.0656056,1.0635464,1.0738256,1.0697769,1.0695698,1.0626514,1.0728396,1.0372007,1.0413185,1.0604153,1.0171838,1.065961,1.0607122,1.0634885,1.0734185,1.0624193,1.0733068,1.0654472,1.0596364,1.0629753,1.0630562,1.0668052,1.0628759,1.0629395,1.0380839,1.0541,1.0461669,1.0606518,1.0706666,1.0579998,1.0106633,1.0647931,1.0673461,1.0658847,1.0573659,1.0575989,1.0596284,1.0529827,1.0603576,1.0573385,1.0511335,1.0666971,1.0696203,1.0706123,1.0690491,1.0702162,1.0470854,1.0224099,1.0681632,1.0632585,1.0704212
200,201,1.0719506,1.0557613,1.0725675,1.0638959,1.0826006,1.0739353,1.0511804,1.0805229,1.0781006,1.0353382,1.0590073,1.0792712,1.0747389,1.0739678,1.0853908,1.0773345,1.0763564,1.0778902,1.0825498,1.0760237,1.0902591,1.0745993,1.08858,1.0756997,1.0709535,1.0760821,1.071716,1.0704802,1.0797648,1.0823454,1.0787574,1.0791341,1.0637658,1.079428,1.0803208,1.0797601,1.0758336,1.0708288,1.0909095,1.0848092,0.97444153,1.0497966,1.0533413,1.0310849,1.0498945,1.0705686,1.0606729,1.0390927,1.0104278,,1.0751215,1.0611076,1.0711032,1.0589917,1.0621481,1.0516161,1.0604057,1.0573541,1.0691105,1.072994,1.0602984,1.0602165,1.0707811,1.073458,1.0794821,1.0685439,1.0590624,1.0788821,1.0762992,1.0667472,1.0796348,0.99265063,1.0657575,1.0636848,1.073491,1.0695673,1.0695225,1.0627056,1.0727712,1.0373393,1.0408754,1.0604531,1.0166144,1.0658404,1.060725,1.0634593,1.0733839,1.0623429,1.073238,1.0653936,1.0596082,1.0628541,1.0628998,1.0667685,1.0628673,1.0628624,1.0379086,1.054099,1.0460204,1.060711,1.0704734,1.0579237,1.0102823,1.064798,1.0674086,1.0658644,1.0573682,1.0575987,1.0595927,1.053147,1.0602736,1.0573492,1.0510764,1.0666759,1.0696551,1.0706196,1.0690051,1.0701069,1.0471735,1.0221186,1.0681499,1.0633175,1.0704583
201,202,1.0734825,1.0557337,1.0725448,1.0638654,1.0825431,1.0738577,1.0509921,1.0803766,1.0780586,1.0347633,1.0586517,1.0791992,1.0746039,1.0741456,1.0856246,1.0773813,1.0763423,1.0779303,1.0824823,1.0761822,1.0901461,1.0747715,1.0888114,1.0757464,1.0709537,1.0759966,1.0715963,1.0704564,1.0799584,1.0820082,1.0786352,1.0791599,1.0637391,1.0796275,1.0804114,1.0797802,1.0757793,1.0706832,1.0906798,1.0848668,0.97448474,1.0495377,1.0531002,1.0310398,1.0497694,1.0704261,1.0606031,1.039017,1.0110613,,1.0748768,1.0609032,1.0709238,1.0589535,1.0618643,1.0515754,1.0604749,1.0574524,1.0690899,1.072975,1.0606403,1.0600927,1.0707355,1.0696976,1.0796051,1.0687044,1.0587959,1.0786695,1.0761893,1.0667267,1.0795865,0.99175107,1.0659776,1.0637162,1.073283,1.0694551,1.0693085,1.0623486,1.0726408,1.036695,1.0406194,1.0601478,1.0162661,1.0658298,1.0606717,1.0634079,1.0734383,1.062333,1.0732453,1.0653356,1.059559,1.0628803,1.0628144,1.0667728,1.0626546,1.0627376,1.0377969,1.0539435,1.0459098,1.0595922,1.07047,1.0579914,1.010048,1.0647393,1.0673693,1.0659155,1.0573528,1.0575075,1.0595065,1.0530032,1.0602032,1.0572686,1.0510712,1.0666715,1.0696063,1.0705839,1.0690057,1.0701566,1.0469627,1.0219883,1.0681126,1.0632753,1.070456
202,203,1.0711102,1.0557574,1.0724796,1.0637784,1.0825073,1.0740893,1.0507782,1.0803434,1.0779577,1.0345558,1.0585335,1.0791177,1.0733827,1.0738527,1.0856569,1.0773777,1.0762819,1.0779394,1.0823526,1.0763247,1.090265,1.0749308,1.0889975,1.0757518,1.0709474,1.0758638,1.0715005,1.070657,1.0800611,1.0818336,1.0782585,1.0790863,1.0634803,1.0797479,1.0805936,1.0799828,1.0757409,1.0706077,1.0906733,1.0848504,0.972857,1.0493687,1.0527452,1.0308014,1.0495557,1.0703968,1.0607072,1.0379763,1.0104705,,1.0747696,1.0606384,1.0709352,1.0585216,1.0617684,1.0512846,1.0602843,1.0573291,1.0685346,1.0726475,1.0603927,1.0599946,1.0704588,1.069959,1.0796741,1.0687209,1.0586919,1.0787318,1.0762621,1.0665627,1.0795501,0.99091798,1.0662545,1.0630174,1.0734593,1.0691141,1.0693054,1.0622874,1.0725058,1.0371683,1.0403324,1.0599047,1.0165664,1.065864,1.0594114,1.0634081,1.0734506,1.0622542,1.0733025,1.0653811,1.0594877,1.0628622,1.0627925,1.0666869,1.0625864,1.0628589,1.0375297,1.0538325,1.0457778,1.0607623,1.0705024,1.056777,1.0097425,1.0646441,1.0673714,1.0658709,1.0572048,1.0574373,1.0593611,1.053091,1.0601609,1.0572563,1.0509747,1.0667355,1.069587,1.0705091,1.0688947,1.0700783,1.0469772,1.0216702,1.0681506,1.0632221,1.0704286
203,204,1.0728354,1.0558652,1.0724474,1.0637264,1.0824441,1.0743613,1.0506072,1.080566,1.0781268,1.0343549,1.0583465,1.0790286,1.0743594,1.0736293,1.0857204,1.0773865,1.0762112,1.0778636,1.0825661,1.0764191,1.0904819,1.0750072,1.0890565,1.0745063,1.0708154,1.0756401,1.0710949,1.0708425,1.0800908,1.0817448,1.078051,1.0790007,1.0635226,1.0797782,1.0807165,1.0800179,1.0757585,1.0704501,1.090583,1.0847968,0.97234464,1.0492295,1.0525465,1.0298413,1.0494097,1.0701685,1.0594261,1.0385352,1.0102895,,1.0746313,1.0604311,1.0708457,1.0585794,1.061757,1.051116,1.0597448,1.0569372,1.068563,1.0728744,1.0600122,1.0598325,1.0704422,1.073373,1.0795192,1.0683732,1.0585881,1.0786725,1.0761793,1.0664005,1.0793999,0.9902699,1.0655866,1.0632137,1.0735362,1.0691768,1.0693264,1.0622962,1.0724345,1.0371037,1.0401888,1.0601027,1.0156827,1.0658693,1.0606622,1.0634061,1.0734715,1.0622461,1.0732521,1.0653061,1.0595807,1.0628173,1.0627956,1.0666752,1.0625713,1.0628526,1.0374188,1.0537694,1.0458063,1.0607237,1.07042,1.057882,1.0094342,1.0645069,1.0673461,1.065753,1.0571355,1.0572246,1.0592296,1.0529281,1.0602165,1.0571672,1.0508331,1.0667138,1.0694897,1.0705104,1.0690176,1.0701396,1.0468885,1.0215621,1.0680745,1.0631337,1.0703733
204,205,1.0686156,1.0559565,1.0724146,1.0637165,1.0823673,1.0744087,1.04485,1.0806891,1.0783508,1.0338734,1.0581075,1.0786449,1.0740404,1.0736117,1.0857055,1.0772513,1.0760754,1.077809,1.0827576,1.0763676,1.0905354,1.0750148,1.0891134,1.0756634,1.0706886,1.0752801,1.0708168,1.0708448,1.0800905,1.0816492,1.0780387,1.0788511,1.0633003,1.0797794,1.0807203,1.0799707,1.0757511,1.0703309,1.0903845,1.0847067,0.97130346,1.048942,1.0522839,1.0299332,1.0492616,1.0700653,1.0608531,1.038519,1.0103998,,1.0744516,1.0602895,1.0707527,1.0585274,1.0614997,1.0509938,1.059958,1.0569179,1.0684974,1.072989,1.060165,1.0597587,1.0703002,1.0740222,1.0797964,1.0684612,1.0584924,1.0785965,1.0761176,1.0664413,1.0793698,0.98942882,1.0659461,1.0632687,1.0734819,1.069124,1.0692438,1.0620577,1.072275,1.036391,1.0399621,1.0599308,1.0152863,1.0658306,1.0606433,1.0634375,1.0734593,1.0621885,1.0731275,1.0652423,1.0594018,1.0628257,1.0627041,1.0666536,1.0624253,1.0628393,1.0371422,1.0536644,1.0456183,1.0607026,1.0702969,1.0579308,1.0092492,1.0645208,1.0671593,1.0656191,1.0571135,1.0571448,1.0591239,1.0528206,1.0599377,1.0571312,1.0508002,1.0666549,1.0694882,1.0705378,1.0690255,1.0702827,1.0467134,1.0212485,1.0681242,1.0632234,1.0703926
205,206,1.0722551,1.0559237,1.0724276,1.0636772,1.0823195,1.0745169,1.0505323,1.0807703,1.0784786,1.0336615,1.0579078,1.0783863,1.0716099,1.0735091,1.0855294,1.0771949,1.0757058,1.0764706,1.0828853,1.0752038,1.09062,1.0749787,1.0890548,1.0755925,1.0703545,1.0751603,1.0695428,1.0703984,1.0800394,1.0815843,1.0779346,1.0784912,1.0629376,1.0796978,1.0806932,1.0797813,1.0758196,1.0702187,1.0904289,1.0845296,0.97098994,1.0489064,1.0520838,1.0297517,1.0489666,1.0699719,1.0599732,1.0376767,1.0103664,,1.074263,1.0600455,1.0705575,1.0580449,1.061435,1.0508401,1.0599228,1.0566292,1.0683643,1.0725905,1.0599022,1.0594136,1.070022,1.0747331,1.0796533,1.0683291,1.0585053,1.0786387,1.0760767,1.066361,1.0790859,0.98930168,1.065953,1.0626844,1.0730586,1.0691314,1.069399,1.0618548,1.0723509,1.0365973,1.0396329,1.0597665,1.0150422,1.0658365,1.0605874,1.0633633,1.0734336,1.0622393,1.0731484,1.0652132,1.059665,1.0628067,1.062655,1.0667573,1.0624516,1.0628583,1.0367901,1.0535786,1.0457959,1.0607828,1.070105,1.0579439,1.0089597,1.0646256,1.0672452,1.0655292,1.0571132,1.0571483,1.0590947,1.0526911,1.0598835,1.0570797,1.0508223,1.0666085,1.0694618,1.0705578,1.0689794,1.0702262,1.0466378,1.0210811,1.0679828,1.0632557,1.0704296
206,207,1.0722085,1.0557745,1.0724988,1.0638039,1.0822815,1.0744768,1.0508418,1.0807762,1.0785102,1.0335759,1.0576919,1.0783111,1.0739192,1.073419,1.0852331,1.0769025,1.0754399,1.0773697,1.08296,1.0763769,1.0905794,1.0749288,1.0889701,1.0753777,1.0701073,1.0750558,1.070629,1.0706413,1.0799494,1.0815247,1.0778761,1.078288,1.0627975,1.0795912,1.0806621,1.0795767,1.0759684,1.0701178,1.0904914,1.0841782,0.97010922,1.0487695,1.0520234,1.0288146,1.0487089,1.0697764,1.0598896,1.0381436,1.0101525,,1.074281,1.060241,1.0703112,1.0582857,1.061388,1.050555,1.0591367,1.0565244,1.0686092,1.0727677,1.0596193,1.0594038,1.070114,1.0746474,1.0794845,1.068252,1.0581626,1.0784373,1.0758809,1.0661511,1.0790744,0.98800951,1.0651829,1.063049,1.0730034,1.0688614,1.0690593,1.0619813,1.0721419,1.0366639,1.0393742,1.059781,1.0147294,1.0659288,1.0605681,1.0632725,1.0733519,1.0621691,1.0731242,1.065181,1.0595973,1.0627697,1.0627799,1.0667708,1.062489,1.0628548,1.0367821,1.053555,1.0446212,1.0607183,1.0700761,1.0579116,1.0086604,1.0646204,1.0672572,1.0656149,1.056937,1.0569139,1.0590825,1.0527121,1.0598289,1.0570251,1.0509684,1.0665798,1.069499,1.070541,1.0690132,1.0701734,1.0466419,1.0208031,1.0679888,1.0632565,1.070359
207,208,1.0730854,1.0556285,1.0726131,1.0638735,1.0822357,1.0744767,1.0507981,1.0807701,1.0785189,1.0327996,1.057465,1.0783144,1.0738318,1.0733424,1.0848975,1.0766602,1.0754473,1.0771438,1.0829967,1.0762807,1.0905765,1.0748056,1.0888274,1.0749978,1.0699472,1.0749389,1.070555,1.070081,1.0798372,1.0814676,1.0777917,1.078221,1.0626918,1.0794448,1.0805643,1.0795263,1.0759915,1.070078,1.0903498,1.0840101,0.96974486,1.0486044,1.0518036,1.0293194,1.0485771,1.0696074,1.0590491,1.0381689,1.009879,,1.0740988,1.0597633,1.0702182,1.0581341,1.0612344,1.0503201,1.0593166,1.0564669,1.068301,1.0729014,1.0597442,1.059265,1.0700141,1.0738522,1.0796206,1.0683656,1.0580276,1.0783104,1.0757511,1.0660599,1.0789715,0.98746008,1.0655793,1.0629432,1.0729966,1.0687629,1.068874,1.0616283,1.0719148,1.0364066,1.0392059,1.0594145,1.0141466,1.0658325,1.0605379,1.0632454,1.0732771,1.062054,1.0730565,1.0650899,1.0584093,1.0627116,1.0628365,1.0666819,1.062409,1.0627475,1.0365138,1.0535332,1.045766,1.0603808,1.0702853,1.0578414,1.0084634,1.0644977,1.0672632,1.0655556,1.0568725,1.0570027,1.0590236,1.052559,1.0597967,1.057026,1.0508841,1.0665699,1.0695114,1.0705042,1.0689771,1.0701406,1.0466344,1.0205438,1.0680844,1.0631785,1.070394
